Symbol,Conf.,Open,High,Low,Close,LTP,Close - LTP,Close - LTP %,VWAP,Vol,Prev. Close,Turnover,Trans.,Diff,Range,Diff %,Range %,VWAP %,120 Days,180 Days,52 Weeks High,52 Weeks Low
MEHL,-,443.80,469.20,443.80,460.33,458.00,2.33,0.01,462.43,"29,125.00",452.79,"13,468,332.40",314,7.54,25.40,1.67,5.72,-0.46,501.00,494.37,696.00,344.20
MEL,-,310.60,312.50,306.00,306.35,306.60,-0.25,0.00,308.06,"18,526.00",312.07,"5,707,142.70",292,-5.72,6.50,-1.83,2.12,-0.56,319.61,323.55,393.00,265.60
MEN,-,641.00,650.00,632.50,638.10,632.50,5.60,0.01,644.20,"135,353.00",638.64,"87,194,704.90",646,-0.54,17.50,-0.08,2.77,-0.96,599.08,621.85,809.50,552.40
MERO,-,891.00,900.00,840.00,846.53,841.00,5.53,0.01,857.53,"34,430.00",873.69,"29,524,873.90",244,-27.16,60.00,-3.11,7.14,-1.30,763.49,751.51,"1,000.00",648.00
MFIL,-,721.00,727.00,702.10,712.24,715.00,-2.76,0.00,710.92,"106,582.00",715.57,"75,771,022.10",322,-3.33,24.90,-0.47,3.55,0.19,620.71,645.69,917.00,560.00
MFLD85,-,"1,060.00","1,060.00","1,052.60","1,052.60","1,052.60",0.00,0.00,"1,056.30",50.00,"1,056.70","52,815.00",2,-4.10,7.40,-0.39,0.70,-0.35,"1,060.95","1,029.89","1,150.00","1,000.60"
MHCL,-,461.00,480.00,452.10,452.44,452.30,0.14,0.00,462.15,"14,261.00",461.35,"6,590,755.70",174,-8.91,27.90,-1.93,6.17,-2.15,502.81,509.25,655.00,355.10
MHL,-,563.20,600.00,560.00,573.83,573.00,0.83,0.00,572.66,"87,898.00",561.24,"50,335,834.20",518,12.59,40.00,2.24,7.14,0.20,666.46,730.51,"1,101.00",554.00
MHNL,-,275.00,275.00,264.00,265.07,267.60,-2.53,-0.01,266.97,"21,632.00",270.04,"5,775,176.30",105,-4.97,11.00,-1.84,4.17,-0.72,270.17,270.95,379.00,234.00
MKCL,-,"1,672.00","1,708.00","1,650.00","1,655.29","1,655.10",0.19,0.00,"1,673.37","16,422.00","1,692.56","27,480,064.80",161,-37.27,58.00,-2.20,3.52,-1.09,"1,588.94","1,579.27","1,900.00","1,230.10"
MKHC,-,446.10,451.00,441.00,444.44,441.00,3.44,0.01,446.61,"9,644.00",452.73,"4,307,137.00",132,-8.29,10.00,-1.83,2.27,-0.49,479.84,489.91,627.00,307.40
MKHL,-,870.00,875.00,857.40,858.08,857.70,0.38,0.00,869.00,"11,309.00",871.76,"9,827,556.00",85,-13.68,17.60,-1.57,2.05,-1.27,750.03,710.06,"1,027.00",450.80
MKJC,-,581.00,590.10,563.60,570.95,579.90,-8.95,-0.02,577.76,"76,672.00",580.97,"44,297,696.30",414,-10.02,26.50,-1.72,4.70,-1.19,542.16,545.43,700.00,402.00
MLBBL,-,"1,591.70","1,647.50","1,583.00","1,585.81","1,583.00",2.81,0.00,"1,601.89","5,013.00","1,624.08","8,030,266.00",77,-38.27,64.50,-2.36,4.07,-1.01,"1,561.08","1,606.15","2,019.00","1,360.00"
MLBL,-,407.20,413.00,401.00,402.21,403.90,-1.69,0.00,404.94,"126,170.00",413.46,"51,091,314.50",483,-11.25,12.00,-2.72,2.99,-0.68,399.11,399.02,498.00,358.00
MLBS,-,"1,730.00","1,730.00","1,650.00","1,658.67","1,650.00",8.67,0.01,"1,675.67","1,242.00","1,759.00","2,081,184.00",47,-100.33,80.00,-5.70,4.85,-1.03,"1,753.69","1,880.05","2,530.00","1,370.00"
MLBSL,-,"2,319.00","2,340.00","2,286.00","2,288.16","2,287.00",1.16,0.00,"2,302.09","2,316.00","2,320.24","5,331,647.60",63,-32.08,54.00,-1.38,2.36,-0.61,"2,267.89","2,276.95","2,648.70","1,950.00"
MMF1,-,9.51,9.60,9.30,9.50,9.50,0.00,0.00,9.47,"73,505.00",9.33,"696,141.50",75,0.17,0.30,1.82,3.23,0.31,8.88,8.89,9.85,7.85
MMKJL,-,584.00,599.00,580.00,590.53,595.00,-4.47,-0.01,591.02,"5,971.00",583.28,"3,528,973.10",136,7.25,19.00,1.24,3.28,-0.08,645.57,664.06,890.40,451.80
MNBBL,-,450.00,450.00,435.20,438.23,439.00,-0.77,0.00,441.88,"140,512.00",442.51,"62,088,796.60",329,-4.28,14.80,-0.97,3.40,-0.83,379.98,381.92,503.00,349.00
MNMF1,-,9.18,9.58,9.18,9.36,9.55,-0.19,-0.02,9.38,"5,651.00",9.36,"53,024.40",27,0.00,0.40,0.00,4.36,-0.25,9.23,0.00,10.42,8.67
MPFL,-,627.10,643.00,627.10,632.78,629.00,3.78,0.01,635.70,"23,346.00",630.57,"14,841,069.00",129,2.21,15.90,0.35,2.54,-0.46,632.22,659.32,936.90,549.00
MSHL,-,915.00,916.00,903.20,903.28,903.30,-0.02,0.00,908.45,"3,639.00",897.49,"3,305,849.90",61,5.79,12.80,0.65,1.42,-0.57,914.08,935.10,"1,180.00",808.50
MSLB,-,"1,598.00","1,610.00","1,548.00","1,568.77","1,570.00",-1.23,0.00,"1,578.58","27,294.00","1,630.09","43,085,866.30",417,-61.32,62.00,-3.76,4.01,-0.63,"1,296.24","1,385.20","1,851.00","1,130.20"
MSLBP,-,658.00,658.00,658.00,658.00,658.00,0.00,0.00,658.00,"2,100.00",658.00,"1,381,800.00",5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,946.70,658.00
NABBC,-,"1,654.40","1,750.00","1,590.30","1,648.71","1,648.80",-0.09,0.00,"1,652.14","55,673.00","1,688.15","91,979,709.20",77,-39.44,159.70,-2.34,10.04,-0.21,"1,664.37","1,485.66","2,060.00",530.00
NABIL,-,533.00,534.00,525.00,526.30,526.20,0.10,0.00,527.84,"69,423.00",527.36,"36,644,323.00",634,-1.06,9.00,-0.20,1.71,-0.29,498.69,504.24,682.00,474.10
NABILD87,-,"1,060.80","1,060.80","1,060.80","1,060.80","1,060.80",0.00,0.00,"1,060.80",25.00,"1,040.02","26,520.00",1,20.78,0.00,2.00,0.00,0.00,"1,053.72",0.00,"1,118.00",987.20
NADEP,-,970.00,970.00,923.10,941.27,940.00,1.27,0.00,945.91,"11,128.00",982.19,"10,526,070.90",152,-40.92,46.90,-4.17,5.08,-0.49,888.04,918.47,"1,190.00",775.00
NBF2,-,10.71,10.71,10.42,10.42,10.42,0.00,0.00,10.50,"2,650.00",10.50,"27,820.00",7,-0.08,0.29,-0.76,2.78,-0.75,9.85,9.71,11.10,8.70
NBF3,-,10.30,10.30,10.08,10.11,10.12,-0.01,0.00,10.14,"70,130.00",10.12,"711,322.90",76,-0.01,0.22,-0.10,2.18,-0.33,9.61,9.51,10.53,8.14
NBL,-,295.00,297.00,285.00,286.36,288.00,-1.64,-0.01,291.17,"170,746.00",291.08,"49,715,615.50",454,-4.72,12.00,-1.62,4.21,-1.68,260.75,263.18,337.50,239.20
NBLD85,-,"1,015.00","1,015.00","1,015.00","1,015.00","1,015.00",0.00,0.00,"1,015.00",25.00,"1,016.10","25,375.00",1,-1.10,0.00,-0.11,0.00,0.00,"1,031.52","1,017.48","1,068.00",952.00
NBLD87,-,"1,026.00","1,026.00","1,026.00","1,026.00","1,026.00",0.00,0.00,"1,026.00",25.00,"1,040.00","25,650.00",1,-14.00,0.00,-1.35,0.00,0.00,"1,045.13","1,034.18","1,085.00",965.00
NESDO,-,"1,792.10","1,820.00","1,731.00","1,743.42","1,731.00",12.42,0.01,"1,765.26","4,997.00","1,811.39","8,820,997.30",105,-67.97,89.00,-3.75,5.14,-1.25,"1,804.19","1,970.29","2,641.00","1,470.50"
NFS,-,735.00,749.00,717.50,721.53,724.90,-3.37,0.00,732.59,"50,160.00",737.61,"36,746,621.30",389,-16.08,31.50,-2.18,4.39,-1.53,692.02,821.70,"2,614.90",576.00
NGPL,-,426.30,426.30,411.30,412.13,411.60,0.53,0.00,415.77,"379,861.00",419.44,"157,935,885.90","1,084",-7.31,15.00,-1.74,3.65,-0.88,352.42,347.54,571.00,250.00
NHDL,-,725.00,725.00,712.20,714.98,715.00,-0.02,0.00,716.02,"6,516.00",715.44,"4,665,587.70",61,-0.46,12.80,-0.06,1.80,-0.15,764.55,763.14,"1,002.60",520.00
NHPC,-,219.00,219.00,213.10,214.21,213.20,1.01,0.00,214.83,"106,682.00",215.95,"22,918,282.00",304,-1.74,5.90,-0.81,2.77,-0.29,218.16,219.78,290.00,195.20
NIBD84,-,"1,017.80","1,030.00","1,017.80","1,030.00","1,030.00",0.00,0.00,"1,030.00",26.00,"1,017.80","26,780.00",2,12.20,12.20,1.20,1.20,0.00,"1,039.02","1,025.14","1,077.00",995.00
NIBLGF,-,9.61,9.80,9.61,9.61,9.61,0.00,0.00,9.67,300.00,9.43,"2,902.00",3,0.18,0.19,1.91,1.98,-0.66,8.85,8.85,10.25,7.84
NIBLSTF,-,9.29,9.29,8.91,8.91,8.91,0.00,0.00,9.01,"3,950.00",9.18,"35,607.00",17,-0.27,0.38,-2.94,4.26,-1.17,8.55,8.66,10.08,7.85
NIBSF2,-,9.42,9.58,9.24,9.35,9.35,0.00,0.00,9.56,"389,043.00",9.30,"3,718,111.94",32,0.05,0.34,0.54,3.68,-2.21,8.52,8.54,9.60,7.65
NICA,-,389.00,392.00,381.10,381.26,382.00,-0.74,0.00,384.53,"101,169.00",384.68,"38,902,186.40",436,-3.42,10.90,-0.89,2.86,-0.86,369.05,379.08,564.00,333.00
NICAD8283,-,"1,060.00","1,060.00","1,060.00","1,060.00","1,060.00",0.00,0.00,"1,060.00","5,000.00","1,060.00","5,300,000.00",1,0.00,0.00,0.00,0.00,0.00,"1,118.87","1,122.36","1,239.30","1,032.50"
NICAD85/86,-,"1,061.20","1,061.20","1,061.20","1,061.20","1,061.20",0.00,0.00,"1,061.20",50.00,"1,060.00","53,060.00",2,1.20,0.00,0.11,0.00,0.00,"1,068.87",0.00,"1,175.00","1,024.00"
NICBF,-,10.25,10.34,10.12,10.19,10.12,0.07,0.01,10.23,"12,915.00",10.29,"132,141.45",15,-0.10,0.22,-0.97,2.17,-0.41,9.32,9.34,10.60,8.49
NICD88,-,"1,040.00","1,040.00","1,040.00","1,040.00","1,040.00",0.00,0.00,"1,040.00",125.00,"1,040.00","130,000.00",2,0.00,0.00,0.00,0.00,0.00,"1,040.74",0.00,"1,100.00",965.00
NICFC,-,10.40,10.40,10.09,10.18,10.18,0.00,0.00,10.20,"74,480.00",10.21,"760,001.50",76,-0.03,0.31,-0.29,3.07,-0.24,9.29,9.29,10.99,8.13
NICGF2,-,9.33,9.33,9.03,9.03,9.03,0.00,0.00,9.11,"3,800.00",9.15,"34,614.00",24,-0.12,0.30,-1.31,3.32,-0.87,8.77,8.83,9.98,8.20
NICL,-,625.00,634.00,610.00,611.79,610.10,1.69,0.00,618.08,"14,778.00",623.25,"9,133,998.80",174,-11.46,24.00,-1.84,3.93,-1.03,780.42,850.65,"1,162.00",570.00
NICLBSL,-,702.00,714.90,680.00,683.30,680.00,3.30,0.00,692.59,"13,638.00",701.90,"9,445,518.00",222,-18.60,34.90,-2.65,5.13,-1.36,655.12,666.16,907.00,602.00
NICSF,-,9.65,9.97,9.65,9.77,9.75,0.02,0.00,9.93,"146,307.00",9.78,"1,452,875.65",35,-0.01,0.32,-0.10,3.32,-1.64,9.21,9.31,11.45,8.49
NIFRA,-,290.00,293.00,283.10,283.91,284.00,-0.09,0.00,286.27,"258,365.00",285.22,"73,963,213.40","1,156",-1.31,9.90,-0.46,3.50,-0.83,282.87,275.76,366.60,240.10
NIFRAGED,-,985.00,985.00,985.00,985.00,985.00,0.00,0.00,985.00,50.00,989.93,"49,250.00",2,-4.93,0.00,-0.50,0.00,0.00,0.00,0.00,"1,020.00",969.10
NIL,-,720.00,728.00,700.00,713.51,714.00,-0.49,0.00,710.79,"23,304.00",718.09,"16,564,257.50",176,-4.58,28.00,-0.64,4.00,0.38,734.51,795.88,"1,050.00",663.50
NIMB,-,229.00,232.00,222.00,222.18,222.20,-0.02,0.00,224.72,"147,981.00",225.35,"33,254,137.00",592,-3.17,10.00,-1.41,4.50,-1.14,216.12,217.54,295.00,201.00
NIMBPO,-,167.20,170.50,164.00,164.50,164.50,0.00,0.00,165.26,"12,998.00",170.00,"2,148,020.50",18,-5.50,6.50,-3.24,3.96,-0.46,160.16,162.45,222.00,147.70
NLG,-,860.00,865.00,830.00,832.14,830.10,2.04,0.00,839.46,"18,671.00",848.83,"15,673,482.60",164,-16.69,35.00,-1.97,4.22,-0.88,857.92,907.22,"1,382.00",738.10
NLIC,-,820.00,820.00,793.00,796.24,793.00,3.24,0.00,800.36,"63,294.00",804.39,"50,657,822.90",397,-8.15,27.00,-1.01,3.40,-0.52,773.55,780.88,"1,060.00",710.00
NLICL,-,632.00,638.00,629.00,631.43,629.00,2.43,0.00,632.11,"26,120.00",638.43,"16,510,810.10",107,-7.00,9.00,-1.10,1.43,-0.11,623.82,614.87,776.10,551.00
NMB,-,265.50,268.50,260.50,260.95,263.00,-2.05,-0.01,263.55,"132,566.00",263.24,"34,937,287.80",316,-2.29,8.00,-0.87,3.07,-0.99,250.56,249.56,300.00,230.00
NMB50,-,11.31,11.70,11.31,11.70,11.70,0.00,0.00,11.69,"30,100.00",11.48,"351,956.00",4,0.22,0.39,1.92,3.45,0.06,10.66,10.59,12.54,9.57
NMBHF2,-,9.25,9.25,8.80,8.86,8.88,-0.02,0.00,8.91,"26,700.00",9.09,"238,012.00",35,-0.23,0.45,-2.53,5.11,-0.61,0.00,0.00,10.00,8.16
NMBMF,-,761.00,787.90,737.00,738.63,745.00,-6.37,-0.01,750.31,"9,706.00",760.08,"7,282,548.60",78,-21.45,50.90,-2.82,6.91,-1.58,733.31,729.46,876.00,646.80
NMFBS,-,"1,405.00","1,405.00","1,365.50","1,365.75","1,368.00",-2.25,0.00,"1,372.42","9,931.00","1,384.70","13,629,509.20",71,-18.95,39.50,-1.37,2.89,-0.49,"1,272.34","1,302.98","1,696.00","1,161.00"
NMIC,-,"1,545.00","1,570.00","1,540.50","1,544.21","1,543.10",1.11,0.00,"1,553.05","8,007.00","1,563.64","12,435,294.10",409,-19.43,29.50,-1.24,1.91,-0.57,0.00,0.00,"2,703.30",302.30
NMLBBL,-,740.00,740.00,707.00,708.67,707.60,1.07,0.00,718.29,"48,197.00",742.03,"34,619,538.80",318,-33.36,33.00,-4.50,4.67,-1.36,671.54,680.65,988.00,608.20
NRIC,-,"1,530.00","1,583.00","1,525.00","1,553.40","1,550.00",3.40,0.00,"1,548.84","236,341.00","1,519.31","366,053,235.60","1,636",34.09,58.00,2.24,3.80,0.29,"1,292.01","1,130.73","1,691.00",722.00
NRM,-,466.10,483.00,466.10,479.58,479.20,0.38,0.00,476.70,"55,461.00",472.46,"26,438,277.70",391,7.12,16.90,1.51,3.63,0.60,486.09,481.77,645.00,402.00
NRN,-,"2,351.70","2,351.70","2,225.00","2,242.63","2,274.90",-32.27,-0.01,"2,267.79","99,462.00","2,305.62","225,558,730.40",537,-62.99,126.70,-2.73,5.69,-1.12,"1,906.03","1,631.84","2,444.00",878.00
NSIF2,-,11.35,11.60,11.35,11.35,11.57,-0.22,-0.02,11.38,"112,500.00",11.57,"1,280,466.00",34,-0.22,0.25,-1.90,2.20,-0.28,10.60,10.54,12.47,9.69
NTC,-,885.30,895.00,875.00,877.37,879.00,-1.63,0.00,880.72,"23,274.00",880.49,"20,497,922.40",315,-3.12,20.00,-0.35,2.29,-0.38,884.11,903.02,"1,214.00",835.00
NUBL,-,790.00,799.00,779.00,779.36,779.10,0.26,0.00,784.27,"22,611.00",789.68,"17,733,100.20",149,-10.32,20.00,-1.31,2.57,-0.63,703.88,701.97,896.00,650.00
NWCL,-,905.00,938.00,905.00,905.10,905.20,-0.10,0.00,910.98,"4,325.00",919.80,"3,939,979.40",87,-14.70,33.00,-1.60,3.65,-0.65,951.66,970.17,"1,249.00",835.00
NYADI,-,432.10,443.00,427.10,428.27,430.00,-1.73,0.00,432.23,"23,375.00",430.79,"10,103,389.60",211,-2.52,15.90,-0.58,3.72,-0.92,522.23,506.09,880.00,283.30
OHL,-,873.50,880.00,864.00,867.69,870.00,-2.31,0.00,871.36,"7,755.00",873.05,"6,757,371.00",77,-5.36,16.00,-0.61,1.85,-0.42,902.03,908.12,"1,167.00",838.90
OMPL,-,"1,401.10","1,442.00","1,390.00","1,396.51","1,390.00",6.51,0.00,"1,405.56","8,162.00","1,414.48","11,472,145.00",397,-17.97,52.00,-1.27,3.74,-0.65,0.00,0.00,"2,167.20",270.00
PBD85,-,"1,036.00","1,036.00","1,036.00","1,036.00","1,036.00",0.00,0.00,"1,036.00",25.00,"1,040.00","25,900.00",1,-4.00,0.00,-0.38,0.00,0.00,"1,048.69","1,025.98","1,100.00",995.00
PBD88,-,"1,105.00","1,105.00","1,105.00","1,105.00","1,105.00",0.00,0.00,"1,105.00",25.00,"1,111.00","27,625.00",1,-6.00,0.00,-0.54,0.00,0.00,"1,135.03","1,122.93","1,219.70","1,030.00"
PBLD84,-,"1,062.20","1,062.20","1,062.10","1,062.00","1,062.10",-0.10,0.00,"1,062.11",32.00,"1,071.62","33,987.50",3,-9.62,0.10,-0.90,0.01,-0.01,"1,087.37","1,065.75","1,144.00","1,022.00"
PBLD87,-,"1,021.30","1,041.70","1,021.30","1,041.70","1,041.70",0.00,0.00,"1,031.50",50.00,"1,035.00","51,575.00",2,6.70,20.40,0.65,2.00,0.98,"1,029.23",988.07,"1,087.00",962.00
PCBL,-,262.00,263.50,254.80,255.66,254.80,0.86,0.00,258.47,"89,338.00",258.37,"23,090,938.90",257,-2.71,8.70,-1.05,3.41,-1.10,252.66,254.48,329.00,229.50
PFL,-,420.00,425.00,415.00,415.61,416.00,-0.39,0.00,418.27,"14,172.00",419.86,"5,927,739.70",142,-4.25,10.00,-1.01,2.41,-0.64,425.28,478.51,794.90,339.90
PHCL,-,497.00,515.00,492.10,493.56,494.00,-0.44,0.00,496.81,"14,610.00",501.09,"7,258,354.30",312,-7.53,22.90,-1.50,4.65,-0.66,572.81,572.19,745.60,310.00
PMHPL,-,388.00,418.60,377.20,406.76,406.50,0.26,0.00,403.15,"162,797.00",380.60,"65,632,361.70",609,26.16,41.40,6.87,10.98,0.89,335.24,319.66,459.00,237.60
PMLI,-,515.10,530.00,514.00,515.34,516.00,-0.66,0.00,520.03,"14,678.00",518.85,"7,633,036.70",263,-3.51,16.00,-0.68,3.11,-0.91,547.87,551.74,732.20,480.20
PPCL,-,349.00,351.90,338.00,339.79,338.00,1.79,0.01,344.32,"45,084.00",349.95,"15,523,102.00",241,-10.16,13.90,-2.90,4.11,-1.33,341.39,325.45,409.90,221.60
PPL,-,385.00,397.50,380.00,385.30,383.50,1.80,0.00,385.56,"7,756.00",383.55,"2,990,408.80",126,1.75,17.50,0.46,4.61,-0.07,480.79,504.62,648.60,368.30
PRIN,-,815.00,815.00,790.00,797.37,790.00,7.37,0.01,800.44,"23,096.00",800.55,"18,486,992.60",191,-3.18,25.00,-0.40,3.16,-0.39,900.34,927.70,"1,113.00",790.00
PROFL,-,536.00,536.00,510.00,513.45,517.00,-3.55,-0.01,519.30,"14,383.00",525.98,"7,469,120.70",116,-12.53,26.00,-2.38,5.10,-1.14,529.15,565.59,865.00,464.00
PRSF,-,11.52,11.75,11.30,11.46,11.46,0.00,0.00,11.46,"305,800.00",11.52,"3,505,609.00",29,-0.06,0.45,-0.52,3.98,-0.03,10.80,10.55,12.05,9.12
PRVU,-,232.00,233.90,225.00,225.56,225.00,0.56,0.00,228.98,"241,140.00",231.40,"55,217,133.30",604,-5.84,8.90,-2.52,3.96,-1.52,213.95,218.99,297.00,194.10
PSF,-,11.65,11.75,11.62,11.62,11.62,0.00,0.00,11.67,"20,250.00",11.65,"236,386.00",41,-0.03,0.13,-0.26,1.12,-0.46,10.69,10.49,11.90,9.06
PURE,-,873.00,893.00,870.00,870.63,870.70,-0.07,0.00,878.72,"11,980.00",873.05,"10,527,098.40",415,-2.42,23.00,-0.28,2.64,-0.93,0.00,0.00,"1,327.90",289.30
RADHI,-,810.40,810.40,765.00,768.71,773.00,-4.29,-0.01,781.02,"121,012.00",797.27,"94,512,488.20",617,-28.56,45.40,-3.58,5.93,-1.60,641.51,553.37,905.60,322.20
RAWA,-,770.00,785.40,767.00,767.70,767.20,0.50,0.00,771.33,"1,215.00",781.00,"937,171.00",39,-13.30,18.40,-1.70,2.40,-0.47,837.32,830.27,990.00,583.00
RBBD2088,-,980.00,995.00,980.00,995.00,995.00,0.00,0.00,986.82,315.00,978.90,"310,848.00",11,16.10,15.00,1.64,1.53,0.82,0.00,0.00,"1,000.00",967.60
RBCL,-,"15,846.00","15,848.00","15,503.00","15,589.22","15,848.00",-258.78,-0.02,"15,638.93",230.00,"15,799.00","3,596,955.00",20,-209.78,345.00,-1.33,2.23,-0.32,"14,948.92","15,299.70","22,493.90","14,024.00"
RBCLPO,-,"12,454.40","12,703.40","12,454.40","12,684.66","12,683.00",1.66,0.00,"12,681.90",429.00,"12,705.40","5,440,534.00",18,-20.74,249.00,-0.16,2.00,0.02,"11,785.76","11,893.97","16,270.00","11,007.10"
RFPL,-,376.60,406.10,376.60,406.10,406.10,0.00,0.00,406.07,"57,101.00",369.23,"23,187,242.90",302,36.87,29.50,9.99,7.83,0.01,652.37,773.79,"1,484.00",376.60
RHGCL,-,325.00,325.00,314.90,315.57,317.00,-1.43,0.00,317.69,"32,673.00",318.78,"10,379,947.90",225,-3.21,10.10,-1.01,3.21,-0.67,465.11,491.11,708.00,305.10
RHPL,-,324.10,328.90,314.00,314.78,314.80,-0.02,0.00,318.06,"120,082.00",326.10,"38,192,828.60",656,-11.32,14.90,-3.47,4.75,-1.04,384.75,405.24,527.00,314.00
RIDI,-,260.00,260.00,251.00,252.20,253.00,-0.80,0.00,254.37,"154,693.00",258.14,"39,349,295.40",417,-5.94,9.00,-2.30,3.59,-0.86,249.80,244.73,311.00,210.00
RLFL,-,513.00,513.00,493.00,493.72,494.00,-0.28,0.00,497.97,"23,862.00",503.71,"11,882,508.10",177,-9.99,20.00,-1.98,4.06,-0.86,517.41,547.40,838.00,453.00
RMF1,-,10.05,10.15,10.02,10.14,10.15,-0.01,0.00,10.10,"112,350.00",10.12,"1,134,868.20",34,0.02,0.13,0.20,1.30,0.38,9.36,9.29,10.58,8.10
RMF2,-,10.12,10.35,10.12,10.35,10.35,0.00,0.00,10.23,"6,400.00",10.31,"65,464.00",7,0.04,0.23,0.39,2.27,1.17,9.49,9.46,10.73,8.50
RNLI,-,485.10,504.30,481.10,484.94,492.90,-7.96,-0.02,490.93,"117,489.00",484.84,"57,678,806.30",639,0.10,23.20,0.02,4.82,-1.24,511.86,514.08,600.10,430.00
RSDC,-,759.00,759.90,728.00,730.91,728.00,2.91,0.00,742.24,"34,369.00",745.68,"25,510,128.80",246,-14.77,31.90,-1.98,4.38,-1.55,701.48,704.43,880.00,638.00
RSY,-,9.70,9.70,9.32,9.33,9.33,0.00,0.00,9.52,"9,400.00",9.84,"89,514.00",29,-0.51,0.38,-5.18,4.08,-2.07,0.00,0.00,10.08,8.58
RURU,-,749.00,780.00,749.00,752.75,763.00,-10.25,-0.01,762.46,"31,087.00",754.03,"23,702,731.50",194,-1.28,31.00,-0.17,4.14,-1.29,734.48,733.65,907.00,660.00
SADBL,-,463.90,463.90,440.10,441.77,440.10,1.67,0.00,447.92,"106,421.00",455.76,"47,668,294.10",367,-13.99,23.80,-3.07,5.41,-1.39,418.99,419.97,526.50,372.40
SAGF,-,10.28,10.65,10.20,10.42,10.52,-0.10,-0.01,10.47,"775,919.00",10.28,"8,124,197.90",37,0.14,0.45,1.36,4.41,-0.48,9.76,9.74,11.00,8.92
SAHAS,-,689.60,697.00,680.00,681.30,682.90,-1.60,0.00,687.52,"530,246.00",676.16,"364,552,761.90","2,327",5.14,17.00,0.76,2.50,-0.91,549.21,533.63,725.00,409.50
SALICO,-,693.00,700.00,685.30,686.29,688.00,-1.71,0.00,688.16,"12,380.00",692.41,"8,519,462.20",80,-6.12,14.70,-0.88,2.15,-0.27,706.62,713.94,926.00,650.00
SAMAJ,-,"2,861.00","2,861.00","2,656.00","2,676.44","2,700.00",-23.56,-0.01,"2,737.78","3,084.00","2,805.53","8,443,304.30",132,-129.09,205.00,-4.60,7.72,-2.29,"2,551.53","2,873.99","4,181.00","2,092.00"
SANIMA,-,376.90,380.00,371.00,371.67,371.30,0.37,0.00,373.33,"351,117.00",369.57,"131,081,251.60",849,2.10,9.00,0.57,2.43,-0.45,321.54,316.42,391.00,285.00
SANVI,-,773.70,773.70,741.90,747.32,746.10,1.22,0.00,754.38,"56,104.00",773.14,"42,323,797.00","2,368",-25.82,31.80,-3.34,4.29,-0.94,0.00,0.00,930.40,359.00
SAPDBL,-,924.00,924.00,855.60,876.99,855.60,21.39,0.03,886.96,"80,646.00",905.96,"71,529,582.10",723,-28.97,68.40,-3.20,7.99,-1.14,"1,050.07","1,053.14","1,622.70",464.40
SARBTM,-,960.00,968.00,936.00,940.31,938.00,2.31,0.00,949.83,"45,544.00",950.65,"43,259,227.20",276,-10.34,32.00,-1.09,3.42,-1.01,854.55,825.13,"1,060.00",696.80
SBCF,-,9.75,9.93,9.32,9.51,9.54,-0.03,0.00,9.59,"392,550.00",9.56,"3,766,407.00",93,-0.05,0.61,-0.52,6.55,-0.89,9.58,9.50,12.03,8.36
SBD87,-,"1,040.00","1,040.00","1,040.00","1,040.00","1,040.00",0.00,0.00,"1,040.00",55.00,"1,040.83","57,200.00",2,-0.83,0.00,-0.08,0.00,0.00,"1,038.53","1,017.60","1,085.00",997.00
SBI,-,423.00,424.00,415.00,415.79,415.60,0.19,0.00,417.04,"40,729.00",417.07,"16,985,709.70",148,-1.28,9.00,-0.31,2.17,-0.30,411.11,422.23,549.00,372.20
SBID83,-,"1,056.10","1,056.10","1,056.00","1,056.00","1,056.00",0.00,0.00,"1,056.06",30.00,"1,069.00","31,681.90",2,-13.00,0.10,-1.22,0.01,-0.01,"1,092.20","1,083.57","1,147.40","1,025.00"
SBL,-,379.00,383.00,376.00,380.32,379.00,1.32,0.00,378.60,"259,072.00",371.58,"98,085,152.80",507,8.74,7.00,2.35,1.86,0.45,308.42,307.98,408.00,261.00
SBLD83,-,"1,052.10","1,052.10","1,052.00","1,052.00","1,052.00",0.00,0.00,"1,052.07",50.00,"1,060.00","52,603.50",3,-8.00,0.10,-0.75,0.01,-0.01,"1,039.25",0.00,"1,218.20","1,033.50"
SCB,-,656.70,669.70,645.50,647.13,647.00,0.13,0.00,648.39,"21,700.00",643.93,"14,070,005.90",182,3.20,24.20,0.50,3.75,-0.19,636.29,654.12,790.00,597.10
SDBD87,-,"1,054.00","1,054.00","1,054.00","1,048.30","1,054.00",-5.70,-0.01,"1,053.78",26.00,"1,054.50","27,398.30",2,-6.20,0.00,-0.59,0.00,-0.52,"1,067.18","1,043.66","1,120.00",981.10
SEF,-,10.92,11.20,10.80,11.12,11.11,0.01,0.00,11.13,"727,223.00",10.73,"8,096,355.99",143,0.39,0.40,3.63,3.70,-0.12,10.01,9.91,11.20,8.72
SFCL,-,485.00,485.00,470.00,470.72,470.20,0.52,0.00,473.50,"35,615.00",478.00,"16,863,691.20",255,-7.28,15.00,-1.52,3.19,-0.59,519.88,578.31,"1,117.90",455.00
SFEF,-,10.30,10.49,10.21,10.23,10.21,0.02,0.00,10.30,"336,690.00",10.30,"3,466,351.90",56,-0.07,0.28,-0.68,2.74,-0.64,9.61,9.53,11.12,8.53
SFMF,-,11.07,11.07,11.07,11.07,11.07,0.00,0.00,11.07,100.00,10.86,"1,107.00",1,0.21,0.00,1.93,0.00,0.00,10.45,10.38,11.99,9.22
